iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
1,-1331.8754059664961,-1.5002334525367564,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
2,-1331.8754059664961,-1.5002334525367564,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
3,-1331.8754059664961,-1.5002217128639603,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
4,-1331.8754059664961,-1.5002217128639603,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
5,-1331.8754059664961,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
6,-1331.8754059664961,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
7,-1331.8754059664961,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
8,-1331.8754059664961,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
9,-1331.8754058731295,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
10,-1.5002334525367564,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
11,-1.5002334525367564,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
12,-1.5002334525367564,-1.5001450063414876,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
13,-1.5002334525367564,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
14,-1.5002334525367564,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
15,-1.5002334525367564,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
16,-1.5002334525367564,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
17,-1.500232354498628,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
18,-1.5002255321333837,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
19,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961
20,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1322.784202951071,-1331.8754059664961
21,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1322.784202951071,-1331.8754059664961
22,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1322.784202951071,-1331.8754059664961
23,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1322.784202951071,-1331.8754059664961
24,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1322.784202951071,-1331.8754059664961
25,-1.5001450063414876,-1.5001450063414876,-1.5002255321333837,-1331.8754059664961,-1322.7566632296307,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1331.8754059664961,-1322.784202951071,-1331.8754059664961
