iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361
1,-955.3155650063089,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361
2,-955.3155650063089,-967.5611626428869,-1033.680288528122,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
3,-1.5001721606264788,-1.500233113921765,-1033.680288528122,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
4,-1.5001721606264788,-1.5001721606265028,-1.500233796313681,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
5,-1.5001721606264788,-1.5001721606265028,-1.500233796313681,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
6,-1.5001721606264788,-1.5001721606265028,-1.500233796313681,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
7,-1.5001721606264788,-1.5001721606265028,-1.500233796313681,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
8,-1.5001721606264788,-1.5001721606265028,-1.500233796313681,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
9,-1.5001721606264788,-1.5001721606265028,-1.500233796313681,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1078.805834855361,-1078.805834855361,-1010.1389271546589,-1010.1389271546589,-1078.805834855361
