iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
1,-2421.6186560051347,-1891.264360792546,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
2,-1.50023345640698,-1891.264360792546,-36.51382036584594,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
3,-1.50023345640698,-7.998923764507224,-36.51382036584594,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
4,-1.50023345640698,-7.998850796254744,-1.5002339787444585,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
5,-1.500222262855706,-7.998850796254744,-1.5002339787444585,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
6,-1.500222262855706,-7.998850796254744,-1.5002339787444585,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
7,-1.500222262855706,-7.998850796254744,-1.5002339787444585,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
8,-1.500222262855706,-1.5002339787444585,-1.5002339787444585,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
9,-1.500222262855706,-1.5002339787444585,-1.5002339787444585,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-1858.6007770341216,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347,-2421.6186560051347
