iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
12,-1.5002297283030455,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2565.875370278429,-2607.0002349888473,-2949.6993881211856,-2607.0002349888473,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856
13,-1.50015866687249,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2565.875370278429,-2607.0002349888473,-2949.6993881211856,-2607.0002349888473,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856
14,-1.50015866687249,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2565.875370278429,-2607.0002349888473,-2949.6993881211856,-2607.0002349888473,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856
15,-1.50015866687249,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2565.875370278429,-2607.0002349888473,-2949.6993881211856,-2607.0002349888473,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856,-2607.0002349888473
16,-1.50015866687249,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2565.875370278429,-2607.0002349888473,-2949.6993881211856,-2607.0002349888473,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856,-2607.0002349888473
17,-1.50015866687249,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2431.1121491836016,-2607.0002349888473,-2949.6993881211856,-2551.0090944206713,-2949.6993881211856,-2949.6993881211856,-2949.6993881211856,-2607.0002349888473
18,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2431.1121491836016,-2607.0002349888473,-2258.3869126380955,-2551.0090944206713,-2258.3869126380955,-2949.6993881211856,-2949.6993881211856,-2607.0002349888473
19,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2431.1121491836016,-2607.0002349888473,-2258.3869126380955,-2551.0090944206713,-2258.3869126380955,-2949.6993881211856,-2949.6993881211856,-1379.7680116887727
20,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2431.1121491836016,-2607.0002349888473,-2258.3869126380955,-2551.0090944206713,-2258.3869126380955,-2949.6993881211856,-2949.6993881211856,-1379.7680116887727
21,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2431.1121491836016,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2949.6993881211856,-2949.6993881211856,-1379.7680116887727
22,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-2431.1121491836016,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2949.6993881211856,-2949.6993881211856,-1379.7680116887727
23,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2949.6993881211856,-2949.6993881211856,-1379.7680116887727
24,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
25,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
26,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
27,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
28,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
29,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
30,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
31,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
32,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
33,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2258.3869126380955,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
34,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
35,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
36,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
37,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
38,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
39,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
40,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-2551.0090944206713,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
41,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
42,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2607.0002349888473,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
43,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2565.875370278429,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
44,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2565.875367771585,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
45,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2070.6233164081336,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
46,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2070.6233164081336,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
47,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2070.6233147585353,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
48,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2070.6233147585353,-1.5002297283030455,-1379.7680116887727,-2031.9402501164732,-2031.9402501164732,-2949.6993881211856,-1379.7680116887727
49,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2070.6233147585353,-1.5002297283030455,-1312.6960222059124,-2031.9402501164732,-2031.9402501164732,-1472.7435309181978,-1379.7680116887727
50,-1.5001586668724798,-1.5001586668724798,-1.5002297283030455,-1472.7435309181978,-2258.3869138844693,-2070.623319060302,-2258.3869138844693,-1472.7435309181978,-2070.6233147585353,-1.5002297283030455,-1312.6960222059124,-2031.9402501164732,-2031.9402501164732,-1472.7435309181978,-1379.7680116887727
