iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
21,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.34518376974,-4946.352098869925,-4946.34518376974,-4946.347883485856,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.34518376974
22,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.34518376974,-4946.352098869925,-4946.343466369517,-4946.347883485856,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.34518376974
23,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.347883485856,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.34518376974
24,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.3478834533535,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
25,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.3478834533535,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
26,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.3478834533535,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
27,-1.5002099522799428,-1.5002099522799428,-1.5002309751956702,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.3478834533535,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
28,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.3478834533535,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
29,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
30,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.352098869925,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
31,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
32,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.345183735619,-4946.34518376974
33,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
34,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
35,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
36,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
37,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
38,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
39,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
40,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
41,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
42,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
43,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
44,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
45,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
46,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
47,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
48,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
49,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.34518376974,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
50,-1.5002099522799428,-1.5002099522799428,-1.5002099522799428,-4946.3587260022605,-4946.345183735619,-4946.345183735619,-4946.343466369517,-4946.343466369517,-4946.343466369517,-4946.34788342038,-4946.345183735619,-4946.345183735619,-4946.343466369517,-1.5002099522799428,-4946.34518376974
