,kernel,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
85,((SE * SE) * RQ),-0.15454389056228776,0.057027653215706665,-0.03680624015927384,0.03298361418437023,-0.01241770533693837,-0.014777671813633679,-0.011587127330403357,-0.009479131990843466,-0.0030470365921403536,-0.0019320953227677283,0.0014560454850584678,-0.0010135420359922759,-0.00011009038997865459,0.000316993572039796,-0.0022017252843915336
86,((SE * SE) * SE),-0.15440194973308083,0.06226630992626695,-0.039213241684276735,0.035693925334543485,-0.013068670736621135,-0.014939562292974532,-0.01091644679289816,-0.009550421269175938,-0.0025248550074761645,-0.002285272121529725,-0.0006622565754843038,0.0004938956825316547,-0.0014495677484981742,0.0008445374279326251,-0.0009566007536964829
87,((SE * SE) + PER),0.012728348940824778,-0.04292762285738845,-0.043664188325010816,0.0008413088495196945,0.0479609729238229,-0.011078460771772372,-0.0018472677885741032,0.009710655527648958,0.010600971828306185,-0.02033844219940522,-0.010205865417426425,0.006659486591816698,-0.005987482662470044,0.002262938913030837,0.0033828156899561035
88,((SE * SE) + RQ),-0.20573505720585938,0.027289069862453927,0.01230465381440617,-0.006711084067838308,-0.003968952432101596,0.003930540043894233,0.0030643584130767253,-0.00331018433065767,-0.0031814346209590176,-0.002542332180687264,0.0018172955972686343,0.002442114869913653,-0.006758729861511844,-0.0026360554632425637,0.00921043860902113
89,((SE * SE) + SE),-0.2059307401238041,0.03752336111257182,0.008735357768742078,-0.001109832641515172,-0.004784943331049199,-0.0030458680446677714,0.00770485653123687,0.006672421426378532,0.009033887479059427,0.005367416506183168,-0.0032178450689757374,0.0019423471356234223,0.0018581600772478387,-0.0023695510787555972,0.008985746124165764
90,((SE + PER) * PER),0.1907334226169782,0.035336371551657114,0.00215125871741816,-0.01954087144902788,-0.0013039705091768229,-0.0014532572643755886,-0.01632264137478023,0.01140308999429281,0.0016798120892651568,0.0007848081168231421,0.010444685631877096,0.008887065181235288,0.008257747492728406,0.0002889399786949654,0.008292791644640037
91,((SE + PER) * RQ),0.03570440995717042,-0.04687898520341098,0.005610290953830901,0.025621812082940596,0.018835247323174556,-0.019784749509900543,0.006879991829504261,0.012692765192800295,0.00043072098783348005,0.0052775141672255456,0.008778896090520854,-0.0017252328794339752,-0.005932284613947784,0.0009738863053411077,-0.001825630805512053
92,((SE + PER) * SE),0.03841031295153406,-0.041329414725131776,0.0039827926326273305,0.02961145683092524,0.018674692681595672,-0.023358953092866706,0.008575001858768439,0.016029105377574574,0.003018409986098686,0.006741848070857911,0.0095391265663718,0.00018404889657487527,-0.004686236329230511,-0.002734779849996407,-0.0007012556001268696
93,((SE + PER) + PER),0.03914386341763385,-0.03405073362875194,-0.041671452463993154,-0.014137434497642702,-0.009158837087313647,0.019231120918992418,-0.007059356653339049,-0.009677220153462207,0.010540702112851873,0.00657203119988831,-0.0016166709315530664,0.003908330054348162,-0.002463853284024535,-0.007315318259127705,-0.0007964078450892647
94,((SE + PER) + RQ),-0.05342022928724671,-0.07362599787567686,-0.0018314006192824892,-0.008040803377127018,0.017681615102387232,-0.004136127991103019,-0.008400748139221183,-0.007043514559779324,-0.004454960904596815,0.004219471499842385,-0.0009234200437668021,-0.0031739049183535277,0.0053871159985063215,0.0019188409247177553,0.002760898482375751
95,((SE + PER) + SE),-0.052318073651541515,-0.06898043243989489,-0.005612426851124281,-0.0035030323508310154,0.016774355585370996,-0.01057017507940684,-0.0053157607984509235,-0.0016557746776360977,0.0014444745402560238,0.009644738317774269,-0.00543309111801416,-0.004390925718388953,0.007659909152732881,0.0019243848616488813,0.0002046878642537994
96,((SE + RQ) * PER),0.16033601514164028,0.020661045293076524,-0.007462443146103379,0.02014638239800788,-0.0009031012315845858,0.025976626324489837,0.0034431857941804324,-0.0005274171935027416,0.005693361698235844,0.003248192389334724,0.0009991085335087308,-0.009317114980890516,-0.00341753717407912,0.005117998753452494,0.0029168421862636493
97,((SE + RQ) * RQ),-0.1875028174181735,0.03665235199757912,-0.008171030979439633,0.008277768884123512,-0.002068429721022657,-0.004604124040496682,-0.0031404970463267635,-0.0018522040278439664,-0.0009332434104580437,-0.001685143308849317,0.0010220700103126333,-0.0012547103771623485,0.0025606905495273447,-0.0009641724952799873,-0.002457935760771642
98,((SE + RQ) * SE),-0.18730086168938476,0.04691357736256857,-0.012002504618650796,0.013374322488879025,-0.0033884842411901614,-0.009282672192600318,-0.0007862708738528188,-0.00023795884303921743,0.004771695384101106,0.00469454098579259,-0.002048619571328971,0.0014938637533993997,-8.277499922382329e-05,-0.0006687623569934036,0.0033662835197452367
99,((SE + RQ) + PER),-0.053391958411874406,-0.07356798074528564,-0.0017718879379309328,-0.00815284612028935,0.01777166813748178,-0.004037494749894134,-0.008824387537535228,-0.00638937294354188,-0.004450447644745517,0.0035124244882163832,-0.001797385582785375,-0.002959325871026886,0.006043931129981289,0.0021736639402867354,0.0009055293484558728
100,((SE + RQ) + RQ),-0.22514750612465906,0.011821775520042991,0.03294581365200701,-0.02777179416682081,0.01271934853396552,0.01692253313763821,0.008925652790823916,0.0024900719270740035,-0.0034838225166603045,-0.0029061078878096346,0.002463642154753974,0.0003281320571102307,-0.002128927785544606,0.002895116141318149,-0.0031887086320625366
101,((SE + RQ) + SE),-0.22566730808603003,0.018734992896257418,0.030222157749322836,-0.024891084874414965,0.011945116241913214,0.011580623680746149,0.012289154008045144,0.01001330960790932,0.0020453172036117404,0.0029217593263005776,-0.0021264012054688073,0.0008159278333158676,0.000873062683446963,-0.0007324269802229933,-0.0028112346434341264
102,((SE + SE) * PER),0.16405074392986546,0.020174118357455573,-0.0059751833765893745,0.022950371602518237,0.0005974514194758101,0.02493464642189799,0.005715001779744773,-0.0018488264320654783,0.003937129254934228,0.0026396144438662196,-0.0034663821650432283,-0.0049732386824656305,-0.0018978982728755623,0.006536287652033659,0.0011925087222645343
103,((SE + SE) * RQ),-0.18739635703353644,0.04211756101448875,-0.010476136533787924,0.011573840425309855,-0.0030414591510479435,-0.007560945406976542,-0.0011657000774504796,-0.00030604291558412536,0.0037477809170632158,0.0025599128394798213,-1.8612746748312434e-05,0.0006864062192248656,0.001943406262828995,0.0011621411481273884,-0.00034191436231590527
104,((SE + SE) * SE),-0.1874253631580683,0.051435519061947724,-0.013905873286953885,0.015360759162828554,-0.003822715204558229,-0.009921356886720155,0.0006540783947722137,0.0011320263631282765,0.008209743973249332,0.004653174191195569,-0.0037722554783708737,0.0015969788734051457,-0.002499193702324401,0.0005554139862495934,0.003299446040015306
105,((SE + SE) + PER),-0.05229967293844796,-0.06880320322326519,-0.005562530761967193,-0.003534436830485861,0.016996201958694925,-0.010740174299636028,-0.005829031089912412,-0.0017996767641570972,0.0007111722156042568,0.010832690628918206,-0.006102821445448211,-0.0037692563967831987,0.007565814302579043,0.0009791864132849785,0.0006043217156887837
106,((SE + SE) + RQ),-0.2255567575008255,0.018853868162990558,0.03062252593715291,-0.024725994867954616,0.011997844029746973,0.011979999332721524,0.012727001068920031,0.00847855102019982,0.0026696394140784826,0.0035820424760140907,-0.0024218534033369874,0.002373780636328633,0.0006687111972530678,-0.0004634170575816505,-0.00359889000354299
107,((SE + SE) + SE),-0.22614751231613966,0.025858327373305096,0.028668240918218187,-0.021400910621605797,0.011225653178955255,0.00772176563342202,0.016698184379065065,0.015472234024728033,0.010956581076631867,0.00866656106591742,-0.00728382090048065,0.002589679000121957,0.0025648017687057985,0.0012207535173523005,-0.003411282101994563
108,(PER * (PER * PER)),0.24998145747249428,0.04891229345865035,0.0064648619642999235,-0.07311731214453987,0.0022040229036855074,-0.05157920537747144,0.0416206754035935,-0.030961233258330452,0.018630941180638974,-0.011042522664177492,0.0071259643394912696,-0.017853649116684463,0.0057213684837903265,-0.005017129364482109,-0.0006027572973123435
109,(PER * (PER * RQ)),0.2435116666231229,0.0631582375690462,0.046181527638584394,-0.02371981317246301,0.016723205476709174,-0.014547381502312665,-0.03144211403706209,0.0017816108737481588,-0.0011023173496097452,0.0026588863961120447,-0.0044561104264026685,0.0013151650946405368,-0.0017558076175707195,-0.002254686838357331,-0.0023088482271770307
110,(PER * (PER * SE)),0.25037729477957704,0.06520759186309526,0.052142776366904446,-0.0191366719248044,0.02014337424728936,-0.009125592195578411,-0.029164275890491316,-0.0031100415214401025,-0.0011849876205019703,0.0032826955895888473,-0.00876113015385067,-0.004275147975139374,-0.00760984072148401,-0.0007400230383542494,-0.0035810043437922968
111,(PER * (PER + PER)),0.2019030844633497,0.02893274855633599,-0.03761743606609102,-0.06620168961080085,-0.014734806959253843,-0.03213534756246212,0.037102764205662886,-0.009597228098973539,-0.0007921123100086249,-0.0032549320601977395,0.0035885201123359075,-0.010168253076973818,-0.0021682354768692556,0.0001299945031798726,0.004218272003435142
112,(PER * (PER + RQ)),0.18497074864849566,0.033704687535229795,-0.003632917536024619,-0.022850738459061975,-0.0037515041980936002,-0.004846437611152604,-0.01554259195636895,0.013954671518498472,0.0001536107680178109,0.0009773273458468317,0.013670230736855167,0.010573989038294335,0.007000256113173147,0.002435939092980601,0.008249645294751947
113,(PER * (PER + SE)),0.19074927216869417,0.03532993833202933,0.0021017676463188618,-0.019697084541468096,-0.0011746869629508036,-0.0016631150188205753,-0.01620953741001689,0.01160241355900996,0.002074960163192163,9.521688010428649e-05,0.009410720236085695,0.008891320444050036,0.008402891912532356,0.002574634326571357,0.0075265624770374075
114,(PER * (RQ * PER)),0.24360233724753966,0.06297756795192717,0.04631696446735711,-0.023531366580114312,0.01668288715521221,-0.014143709282997522,-0.03149364884609295,0.002197222740346947,-0.002014263890831181,0.0024777005986072877,-0.003628774413345435,0.0005189434197198815,-0.003230858891508153,-0.003763356718129559,-0.0024473422888175865
115,(PER * (RQ * RQ)),0.17864267630475258,0.017366372142239773,0.008681280063596081,0.02480588221970334,0.011018008659522183,0.0090283882055306,0.01653869097326547,-0.0074815178813683715,-0.004230301430860053,3.726243764893814e-05,-0.0002466712325069384,0.0008356382308271825,-0.0006091001152549643,-0.002811212182020642,0.0002543874015808016
116,(PER * (RQ * SE)),0.18187784794488004,0.016536088170551175,0.010386052879064023,0.025712073292699852,0.012323611134183884,0.007162086144619837,0.017955713593947945,-0.007448308461257144,-0.006481180684319618,-0.00057784170763991,-0.002432943362650507,0.005563630418376904,0.003472220979852708,-0.002101350050011576,0.0027755473975620225
117,(PER * (RQ + PER)),0.18498704608466937,0.03368951490673935,-0.0037523599113950556,-0.022594947250527183,-0.003714588697094448,-0.004842972506958493,-0.015779069521469163,0.014392768686737358,-0.00042034277355654205,0.00025845736999722423,0.013061312799657282,0.009748578733976292,0.007016107157267714,-0.0012666028755083923,0.007456750205836114
118,(PER * (RQ + RQ)),0.15589275562936236,0.020703735456275497,-0.009490853797357994,0.016486071295127754,-0.003313900175905466,0.025818216625612758,0.0009936643050392614,0.002396478188454659,0.006734424126443709,0.004370468919507381,0.003163790152720837,-0.010391721756101554,-0.005665467857698707,0.00455328181847536,0.0029875997042314016
119,(PER * (RQ + SE)),0.16039913094438973,0.020454748597729326,-0.007656172439036577,0.02005096120850338,-0.0005741663502928291,0.025656093603889384,0.003624771761576044,-7.03990571406166e-05,0.0062114388858514,0.003553837513948887,-0.00013910372219399058,-0.00977732067970502,-0.003720172133676968,0.004489021517402811,0.004256410501206778
120,(PER * (SE * PER)),0.25043810891230667,0.06486072299345402,0.05243204000238937,-0.01899554865196099,0.0201285952788101,-0.00874999410029342,-0.029902282358611594,-0.0036977848051099904,-0.0005189578772941864,0.003160000756250699,-0.008682238195256224,-0.004058581402784782,-0.005977119680279694,0.0028208723843835587,-0.0030790160128759876
121,(PER * (SE * RQ)),0.181937418789635,0.016534252869818317,0.010025128594788067,0.025816126233279883,0.012391753729249362,0.006441947768154077,0.01778406083973097,-0.008222055636814263,-0.005309760921423814,-0.0010358444348129551,-0.0027919790450679207,0.006754244159665043,0.0021659341007445533,-0.0017289001963329844,0.0007669771608550225
122,(PER * (SE * SE)),0.18405681911175012,0.016293462105400346,0.011132595609629465,0.025705292654679503,0.014488601531226941,0.004823809965776867,0.0191513480672885,-0.0074001558263069285,-0.00677354913254621,-0.0004427412063130144,-0.0033702586892236097,0.007873406219592706,0.00654553794505104,-0.003588361163099923,-0.001256415239058366
123,(PER * (SE + PER)),0.1906752792877108,0.035646969921057946,0.0018775808504336816,-0.0199715766649649,-0.0004378324470595661,-0.0010881210059569414,-0.016123849209780855,0.011443811862092299,0.0019064346736501312,0.00043487337644646304,0.012157601588462722,0.009368672446744318,0.007915834186309756,0.0022291310960382976,0.0054591560212529444
124,(PER * (SE + RQ)),0.16035385346794567,0.020604323610823313,-0.0074587780538854405,0.02014048588820498,-0.0010707733045325003,0.02564807328163134,0.0035555894730241685,-0.0006862729820394671,0.006196357616886961,0.003920694973848171,0.0005653581078407983,-0.008537250283300057,-0.0033491506540847533,0.00672544910241632,0.0033845140984424663
125,(PER * (SE + SE)),0.16405984880738844,0.020132965596479497,-0.0061334564320861835,0.02259556334556241,0.0004884223190070718,0.024884737232590024,0.005732501214827014,-0.003336824710483042,0.00246918875434986,0.0022754041665660257,-0.0006621538363638243,-0.005687563569240899,-0.004177993096243409,0.007379555338412679,0.005090898299089178
126,(PER * PER),0.20191569539709225,0.02898771262760056,-0.03742589823049361,-0.06608595163073384,-0.014855061565762552,-0.032444750563492254,0.03701777327311102,-0.009409649743760101,-0.00019684342122945788,-0.001971522058465491,0.0033148478627808248,-0.010087967481011876,-0.0011915381683960142,0.0019134342822748165,0.003810977570194956
127,(PER * RQ),0.15592473603724769,0.02074345232839888,-0.009742012298949537,0.01651518438275906,-0.0031199474268310567,0.025522913413638288,0.0009812145041683286,0.002114258888957128,0.006718904812666495,0.00374073921622547,0.003322986882891377,-0.011395009489181106,-0.0046552465305599,0.005620977892165868,0.000620790385969084
128,(PER * SE),0.1640667497344789,0.02021985829651498,-0.006290606779184458,0.022979558311179232,0.0009719231521313318,0.02483289920601942,0.005405338637235894,-0.002963395335391534,0.0033039509391043034,0.0015349964068330116,-0.0012802377224630152,-0.0071635136058668105,-0.0012114781533951965,0.004641713572682674,0.00029901988915425416
129,(PER + (PER * PER)),0.15184256507647906,0.011641183850151306,-0.05256832673585668,-0.055399852227917976,-0.03890204302960457,-0.02006351227670515,0.025066417145585863,0.004871788737049689,-0.008795449128970803,-0.0006895313549207675,-0.005805031249946296,2.510604426835697e-05,-0.002152819468520914,0.007578650375389036,-0.0058703906751163765
130,(PER + (PER * RQ)),0.1305245477229197,0.013197232552628346,-0.030180432175838663,-0.007544588741031721,-0.02389309165456813,0.015280676304958165,-0.009666396831896113,0.02381249803585481,-0.00036963288027148266,-0.010594060390639573,0.004225270044910004,-0.005603550795594655,0.010180042422503564,-0.0008690635310125614,-0.0059664673268799906
131,(PER + (PER * SE)),0.13658432165689657,0.013724159210735831,-0.024777054152235634,-0.0030635514848653725,-0.023603492572657286,0.019028302336420843,-0.007047242331620205,0.021689669688538183,0.0020161416332911855,-0.011111476270355898,0.0011827838744502992,-0.007198605875220627,0.008956267204851327,-0.0006237999845631657,-0.004517167307215472
132,(PER + (PER + PER)),0.09161953875764792,0.005731821381687452,-0.08400364575016973,-0.04777419510466912,-0.03159510202840579,-0.0033028984461383947,0.010238526650570864,0.015537997692415656,-0.024993193013888446,0.01252881504184589,-0.009164240518639961,0.007210241383138085,-0.008969493753006234,0.004215078527810132,0.00013473641908441826
133,(PER + (PER + RQ)),0.03452372978663026,-0.03485188353712313,-0.03866896026273058,-0.02067298724732061,-0.01008979205407411,0.022684872904412987,-0.009941990392606046,-0.007932001938284822,0.0071257492610776576,0.0039810293068292405,0.005929813727246668,0.0028244627684299276,-0.0059567050641568765,-0.009205250026703561,-0.002512308458322937
134,(PER + (PER + SE)),0.03917152755858552,-0.03400890277487384,-0.0417277904637833,-0.014338921324496743,-0.008735278870847846,0.019291666703583735,-0.007514504808006854,-0.010022302885131458,0.009695098076333127,0.006779145619942909,-0.0006839753598123455,0.0037573565238871653,-0.002782431630619822,-0.007474069728397777,-0.00262017578390384
135,(PER + (RQ * PER)),0.130536458572787,0.012967359371685971,-0.029985807039108286,-0.007430115797855108,-0.023733482618138953,0.015212699223488049,-0.009427658567622316,0.024782515910409645,0.0010537282883670731,-0.009278965102042179,0.00341907931167891,-0.005251838681126725,0.010798857715445961,-0.0018281999702711841,-0.004001533990394616
136,(PER + (RQ * RQ)),0.009330405812555486,-0.047681623444739495,-0.039329022180987196,-0.004949639966681668,0.04910907608391134,-0.005262516521050218,-0.004474069366640386,0.007677504867603343,0.008421810851003212,-0.022398214876865594,-0.007061384870304127,0.005710900829225961,-0.005153299765817539,0.0008551245407030032,-0.002595033250149003
137,(PER + (RQ * SE)),0.011243817420101618,-0.04470963234274391,-0.04174895993857295,-0.0016077772971131443,0.048736875558433056,-0.008896397644989269,-0.0027794241190252085,0.009775789155724697,0.010008509367814722,-0.020090282787102374,-0.010347409998195925,0.0051136659090076425,-0.006514793847035398,0.0007549662036363369,0.0006703229045124934
138,(PER + (RQ + PER)),0.034541328021107175,-0.034849477518899254,-0.03894085337755327,-0.020348848261799054,-0.010033940178581488,0.022971926475418715,-0.009829160719310639,-0.00806625294456373,0.006716907322272894,0.0037984526391340537,0.00689970832483267,0.0027212124313403083,-0.005336345743650312,-0.009354161212881955,-0.0011746121140358001
139,(PER + (RQ + RQ)),-0.054708112869098324,-0.07779456509992172,0.0022547620583785425,-0.013424702807708555,0.018288951230072455,0.003168936232152579,-0.012269192792424782,-0.012412608312932219,-0.009693219067900632,-0.0017310036778640685,0.002029162218212501,-0.0029036087066590215,0.0029642056482252067,0.0025088488265528953,-0.0005936842419613823
140,(PER + (RQ + SE)),-0.053417281346295406,-0.07353011130337905,-0.00174610948870891,-0.008145647457932864,0.017726977988350847,-0.003941849169406652,-0.008892317292823153,-0.006940864099487232,-0.004279969552631834,0.00465769304996655,-0.0014361702995053624,-0.00377560787594721,0.005134319928121673,0.002806895957854257,0.0014193486675633706
141,(PER + (SE * PER)),0.1365339102176163,0.013728514694472154,-0.02503281870842209,-0.0034535742967631376,-0.023755877842064923,0.019039944301778373,-0.006850233332560487,0.021690752682984107,0.000897820426049151,-0.011964847520941777,0.0012271078934169854,-0.008018115539745097,0.009605452715109077,-0.0012690712621923265,-0.005076028538700161
142,(PER + (SE * RQ)),0.01130842527353609,-0.04495244166757289,-0.041797379526819965,-0.0016835520035564093,0.04841958292992028,-0.00855115299009655,-0.0032409556894635156,0.009580240190119505,0.01039078957405351,-0.020537231051568797,-0.01020071331573796,0.006508698713843566,-0.005068769027832993,0.00256502245084161,0.0012861588387937013
143,(PER + (SE * SE)),0.012761738947655105,-0.042872551052835654,-0.04363018031601503,0.00011647020161214328,0.0480912364120025,-0.010701276496536334,-0.0020915756463857384,0.010731941383807921,0.01030937536314181,-0.019423702368058304,-0.011534443159092028,0.005981576840001979,-0.007213960076042867,0.002802266628945978,0.005030149540679783
144,(PER + (SE + PER)),0.039135772392245256,-0.03399876794407395,-0.04180181295347696,-0.014144557703811296,-0.008827973475400234,0.019313246115099634,-0.007323914818025234,-0.009649208555710354,0.009795226810854906,0.007126338424177725,-0.0007477462359063744,0.003370987579606416,-0.002555042680662896,-0.009342086227341999,-0.0008410425083419026
145,(PER + (SE + RQ)),-0.05342894540354164,-0.0736125689069709,-0.0019156229070117412,-0.008149861996162543,0.017696197434768562,-0.0036915110251849134,-0.008783982152484318,-0.006467249628433984,-0.004180705704835711,0.0033240289092320136,-0.0012997179671212057,-0.003845159880654367,0.005330235651539761,0.0033162922373675204,0.0014506347296638696
146,(PER + (SE + SE)),-0.05226585245689605,-0.06882045756402524,-0.005609972835843406,-0.003367096649742976,0.017103946496483387,-0.010662583066456838,-0.005576482679117824,-0.0016355063616344326,0.0007673184896836283,0.009767073062446006,-0.005797856706818106,-0.003109253656384449,0.00875566151179701,0.0005101906199323566,0.0004906820385968457
147,(PER + PER),0.09162476855402017,0.005879863484822342,-0.0839525036681386,-0.04815696661198103,-0.03120050845248233,-0.0032926885040614677,0.010294971858091816,0.015296950188292439,-0.02425305490557765,0.013288338098943692,-0.009614729267196183,0.008398890373614581,-0.007883682310526365,0.003330387195002527,0.0011709389493409863
148,(PER + RQ),-0.00525125737713436,-0.05887502916253713,-0.020476937306292728,-0.01358424658244295,0.00367788179996371,0.018676672357312584,-0.013450029167584676,-0.017209544130477178,0.00233198817709321,0.00022587235879320818,0.002791575339811611,-0.001109444233615265,-0.0006067917183921181,-0.00282784403820257,-0.00019514449643478555
149,(PER + SE),-0.0007860078563414356,-0.05702877824497521,-0.024640233799376732,-0.0052102127829337964,0.0050395879532610325,0.008343553162936317,-0.007915765073688612,-0.013356265288481833,0.004590109916294043,0.00701509966088108,-0.006768861381396627,0.0010235591988359842,0.004230130350814636,-0.0032124231370266655,0.0036268236665780752
150,(RQ * (PER * PER)),0.24350601040473333,0.0632537610611404,0.04622411793026181,-0.023609135725835166,0.017164451196380288,-0.013552490987428478,-0.031455783137264534,0.0029684013444216785,-0.0028310459289850364,0.003064177714918598,-0.002612704690314733,0.0005046693700972954,-0.002470993531717892,-0.0041140056762330795,-0.0015951028013607821
151,(RQ * (PER * RQ)),0.1785982441396753,0.017480202048049263,0.008699315533720383,0.024737190129782413,0.01084838238289618,0.009135989195179306,0.01649488528481106,-0.006781937976950446,-0.0030746505885473653,0.00038548747745193785,-0.0014080767895590619,0.002687566363639481,0.0003188646869673572,0.0001469773487089501,0.0011738536701504864
152,(RQ * (PER * SE)),0.18190065879798065,0.01680276385980609,0.010032920470445461,0.02567977133876166,0.01277113640094548,0.007077492853442463,0.01776778958321355,-0.008389406481110553,-0.005187830613458458,-0.0013825018997675846,-0.001222140474221809,0.008583352190034603,0.002489250998776839,0.0002852624013249841,-0.00634497301910628
153,(RQ * (PER + PER)),0.1559524246816475,0.020637351699162695,-0.009661332823013622,0.016844463510442387,-0.0031800525649234137,0.025693485355784317,0.0005856473582421591,0.002446031871651993,0.006940698995366167,0.0027894809970706287,0.002871073317898321,-0.009872905020813776,-0.006270469872278049,0.005889207258159278,0.0024810204510499873
154,(RQ * (PER + RQ)),0.034018358255983455,-0.050767598214989426,0.008202092595928138,0.021557151259679136,0.019115231151849103,-0.015091827669344492,0.005432609415591001,0.00985211973405771,-0.00262839820232136,0.0025794648915904287,0.011049315883310325,-0.001917676793779178,-0.005272591010323016,-0.00017745199320400422,-0.0018493595984243414
155,(RQ * (PER + SE)),0.03573951368761303,-0.046875869897551214,0.005405464543437678,0.025599188552142584,0.01855063699032416,-0.020167015923482464,0.007009516344000489,0.012072603992364478,-4.979417590832015e-05,0.005369866510670184,0.009692254343577511,-0.0017316143950960013,-0.0059483883411289165,0.0005014594739141418,-0.00040787471374050807
156,(RQ * (RQ * PER)),0.17859742661902184,0.01744239791215132,0.008843373816633903,0.024703487431434072,0.01107814494560452,0.00887303177380925,0.01696411551658746,-0.006659978717703494,-0.0026375787106245343,0.0005129849037278012,-0.0019969766069578934,0.0021423700088903106,-0.00031886672066208465,0.0002704023009048784,0.003297347272352553
157,(RQ * (RQ * RQ)),-0.155645660806392,0.044751885350780174,-0.030597110381242694,0.02656703405286451,-0.010028254292887872,-0.010186067073592452,-0.013965088265326086,-0.009726302547043372,-0.00696436946873287,-0.0030574665830902688,0.002511261336980014,-0.0012464787858334065,0.0003143119941232355,0.001468094591353705,-0.0033554828709902555
158,(RQ * (RQ * SE)),-0.1549744735225666,0.0514100706761174,-0.03408206460361714,0.03047049688975049,-0.011260699344069423,-0.01315053692476305,-0.012435452164195853,-0.008552157603101771,-0.005628966150633251,-0.0006614441282582534,0.0011690101019654082,-0.0019709327063368175,0.0002753415129916331,0.0001254135178615514,-0.00307520076213492
159,(RQ * (RQ + PER)),0.03402771749116822,-0.05083566838945967,0.008251232221376869,0.021454218346727807,0.018801499065507578,-0.015253865014616928,0.005421915386113361,0.009508845228312579,-0.0037026127661094633,0.002885576604453004,0.01141993732230024,-0.0019684982479620874,-0.0064513936973360445,0.0006301134190056384,-0.0018370594170670073
160,(RQ * (RQ + RQ)),-0.18773881757929592,0.03103349401082594,-0.005356899318321386,0.0049076182462879795,-0.0014307201009126855,-0.0020542487205202505,-0.005359262945652911,-0.004430573302786958,-0.0045118180386058,-0.004808108885719011,0.0026350908303409896,-0.0024949809164287115,-0.0009111756625909012,-0.0025298465599359918,-0.0008485713328493466
161,(RQ * (RQ + SE)),-0.18745705771411686,0.03681076017710256,-0.007957380958961176,0.008449395736916753,-0.0022174411974336056,-0.004309445204465237,-0.0027670223917901173,-0.0028565028963853712,-0.0009391967837696926,-0.000324171131736352,0.0019393375647835506,-0.0027951312037148767,0.0030927368623240095,-0.0018349520629016031,-0.003964959757833262
162,(RQ * (SE * PER)),0.18186611817912215,0.016812444354221325,0.01025227588127481,0.025374814617103045,0.012725548183222973,0.007295782076722121,0.018244083911459912,-0.008046212087100749,-0.0065841297513219215,0.0001470035786048097,-0.0004111124436295558,0.005946922542752388,0.00410343915061944,-0.0020984957293920517,-0.003640572331026849
163,(RQ * (SE * RQ)),-0.15495208899330007,0.05116380162208797,-0.03392149574035546,0.03083035822765975,-0.011724627642176454,-0.013089633701650038,-0.012510436492134463,-0.008202279590730468,-0.003961372944042158,-0.0040814218099407195,0.002003348528976569,-0.0005997775824709513,0.0027387454957020223,0.001669096777872566,-0.0027190470294078954
164,(RQ * (SE * SE)),-0.1545369298839472,0.05685567609664974,-0.03647799369961183,0.033442831953427905,-0.012781837415820087,-0.014629502298693964,-0.011915981760467018,-0.009068743816632929,-0.0008415394892818812,-0.0034033375290177157,0.0001337488052610934,0.0008438122505473399,0.000559728351136915,0.0033580265382168826,-0.002961334889660398
165,(RQ * (SE + PER)),0.03572302826661013,-0.04689594881816275,0.005326702215323509,0.02574228020158671,0.01856944427926476,-0.01994647100854275,0.007025002755902211,0.01294887561151929,0.0010391022462223056,0.0057391037077175275,0.00872781139349497,-0.0027792028427255895,-0.004458335745200881,0.0006482418045712326,-0.0003939874815668162
166,(RQ * (SE + RQ)),-0.1874503295103684,0.03667808790331652,-0.007620576946512089,0.008246246131165218,-0.002370999729267139,-0.004733192184002831,-0.004145852484312669,-0.0021432109570285215,-0.00022541401756486128,-0.001690353934097709,0.00038878819233083734,-0.001795387385929938,0.001905931289943867,-0.002122210554754592,-0.000516366540219
167,(RQ * (SE + SE)),-0.187359121311297,0.04215494145820105,-0.010282326352264726,0.011671278956125441,-0.0030452927101362708,-0.007554398315300645,-0.0018265089126385996,-0.0003484195245890398,0.0035898923012726287,0.001548659759976247,-0.0006635135356377789,0.00028583155798155024,0.0014783282018487492,0.0008606280034414751,-0.000755219626141387
168,(RQ * PER),0.15598923239634907,0.02049238579815843,-0.009557322401508857,0.016629951480241115,-0.00344303936227646,0.02557128881524589,0.0006540967288104086,0.002202188748530995,0.007641674048332469,0.0027899309547584766,0.0035314092235691026,-0.010927438059348189,-0.004514421319928689,0.006421030770708851,0.0008994602822249211
169,(RQ * RQ),-0.18772864405177545,0.03117388601580354,-0.00553953279060418,0.005011911080650377,-0.0011249021678795565,-0.0014547020545091697,-0.005108744696713165,-0.004904200836903239,-0.00337720581433186,-0.004121362314552043,0.0037494448804767334,-0.001639435778918917,0.00010118237044336637,0.0006959289670430632,-0.002684077110743743
170,(RQ * SE),-0.18732294063466554,0.04226468314411666,-0.01011049947657225,0.011429613883616595,-0.002942098784606417,-0.0077093023381563115,-0.001838668983817581,-0.00012274423602869563,0.0041565055627734385,0.001161421929803705,7.770729033874169e-05,-0.001300632101273312,0.0027311717210385016,-0.0010665699210545253,-2.2433768391662662e-05
