Time,Temp
1651.5547,225.38
1652.5466,225.38
1653.5378,225.38
1654.529,225.38
1655.477,225.38
1656.4005,225.38
1657.3917,225.38
1658.3837,225.38
1659.3749,225.38
1660.3351,225.38
1661.2479,225.38
1662.2391,225.38
1663.2303,225.38
1664.2223,225.38
1665.198,225.38
1666.0991,225.38
1667.0912,225.38
1668.0824,225.38
1669.0736,225.38
1670.0656,225.38
1670.9642,225.38
1671.9374,225.38
1672.9294,225.38
1673.9207,225.38
1674.9119,225.38
1675.825,225.38
1676.7865,225.38
1677.7777,225.38
1678.7698,225.38
1679.761,225.38
1680.6829,225.38
1681.634,225.38
1682.6252,225.38
1683.6172,225.38
1684.6084,225.38
1685.5441,225.38
1686.4839,225.38
1687.475,225.38
1688.4662,225.38
1689.4583,225.38
1690.4027,225.38
1691.3319,225.38
1692.324,225.38
1693.3152,225.38
1694.3063,225.38
1695.263,225.38
1696.1787,225.38
1697.1698,225.38
1698.1619,225.38
1699.1531,225.38
1700.1238,225.38
1701.0256,225.38
1702.0168,225.38
1703.008,225.38
1704,225.38
1704.9912,225.38
1705.8846,225.38
1706.8622,225.38
1707.8533,225.38
1708.8445,225.38
1709.8365,225.38
1710.7438,225.38
1711.7063,225.38
1712.6984,225.38
1713.6895,225.38
1714.6807,225.38
1715.6006,225.38
1716.5522,225.38
1717.5435,225.38
1718.5355,225.38
1719.5267,225.38
1720.4592,225.38
1721.3988,225.38
1722.39,225.38
1723.3812,225.38
1724.3732,225.38
1725.3169,225.38
1726.2454,225.38
1727.2374,225.38
1728.2286,225.38
1729.2198,225.38
1730.177,225.38
1731.0938,225.38
1732.085,225.38
1733.0769,225.38
1734.0681,225.38
1735.0366,225.38
1735.9421,225.38
1736.9333,225.38
1737.9246,225.38
1738.9165,225.38
1739.9056,225.38
1740.803,225.38
1741.7822,225.38
1742.7734,225.38
1743.7646,225.38
1744.7567,225.38
1745.6646,225.38
1746.63,225.38
1747.6221,225.38
1748.6133,225.38
1749.6044,225.38
1750.525,225.38
1751.4783,225.38
1752.4695,225.38
1753.4614,225.38
1754.4526,225.38
1755.3835,225.38
1756.3274,225.38
1757.3186,225.38
1758.3107,225.38
1759.3019,225.38
1760.2445,225.38
1761.1777,225.38
1762.169,225.38
1763.1602,225.38
1764.1521,225.38
1765.1068,225.38
1766.0254,225.38
1767.0173,225.38
1768.0085,225.38
1768.9998,225.38
1769.967,225.38
1770.8743,225.38
1771.8655,225.38
1772.8574,225.38
1773.8486,225.38
1774.8318,225.38
1775.728,225.38
1776.7095,225.38
1777.7007,225.38
1778.6926,225.38
1779.6838,225.38
1780.5879,225.38
1781.5554,225.38
1782.5466,225.38
1783.5377,225.38
1784.5298,225.38
1785.4465,225.38
1786.4019,225.38
1787.3939,225.38
1788.3851,225.38
1789.3762,225.38
1790.304,225.38
1791.2485,225.38
1792.2397,225.38
1793.2318,225.38
1794.2229,225.38
1795.163,225.38
1796.0951,225.38
1797.0863,225.38
1798.0775,225.38
1799.0695,225.38
1800.0212,225.38
1800.9434,225.38
1801.9353,225.38
1802.9265,225.38
1803.9177,225.38
1804.8813,225.38
1805.7892,225.38
1806.7804,225.38
1807.7723,225.38
1808.7635,225.38
1809.7435,225.38
1810.6418,225.38
1811.6265,225.38
1812.6177,225.38
1813.6096,225.38
1814.6008,225.38
1815.5048,225.38
1816.4749,225.38
1817.4661,225.38
1818.4573,225.38
1819.4492,225.38
1820.3673,225.38
1821.3247,225.38
1822.3168,225.38
1823.3079,225.38
1824.2991,225.38
1825.2239,225.38
1826.1724,225.38
1827.1635,225.38
1828.1555,225.38
1829.1467,225.38
1830.0873,225.38
1831.0226,225.38
1832.0138,225.38
1833.0057,225.38
1833.997,225.38
1834.9443,225.38
1835.8704,225.38
1836.8616,225.38
1837.8528,225.38
1838.8448,225.38
1839.807,225.38
1840.7189,225.38
1841.7109,225.38
1842.7021,225.38
1843.6934,225.38
1844.6715,225.38
1845.569,225.38
1846.5577,225.38
1847.5498,225.38
1848.541,225.38
1849.5321,225.38
1850.4326,225.38
1851.4045,225.38
1852.3958,225.38
1853.3878,225.38
1854.379,225.38
1855.2926,225.38
1856.2511,225.38
1857.2423,225.38
1858.2335,225.38
1859.2256,225.38
1860.1476,225.38
1861.097,225.38
1862.089,225.38
1863.0802,225.38
1864.0714,225.38
1865.0085,225.38
1865.9452,225.38
1866.9364,225.38
1867.9285,225.38
1868.9197,225.38
1869.8662,225.38
1870.7937,225.38
1871.7849,225.38
1872.7761,225.38
1873.7681,225.38
1874.7257,225.38
1875.6399,225.38
1876.6318,225.38
1877.623,225.38
1878.6143,225.38
1879.5873,225.38
1880.4875,225.38
1881.4788,225.38
1882.4708,225.38
1883.462,225.38
1884.4532,225.38
1885.3524,225.38
1886.3279,225.38
1887.319,225.38
1888.311,225.38
1889.3022,225.38
1890.212,225.38
1891.1757,225.38
1892.1669,225.38
1893.1581,225.38
1894.15,225.38
1895.0714,225.38
1896.0225,225.38
1897.0144,225.38
1898.0056,225.38
1898.9968,225.38
1899.9323,225.38
1900.8716,225.38
1901.8628,225.38
1902.8547,225.38
1903.846,225.38
1904.7892,225.38
1905.7191,225.38
1906.7102,225.38
1907.7023,225.38
1908.6935,225.38
1909.6499,225.38
1910.5664,225.38
1911.5576,225.38
1912.5488,225.38
1913.5409,225.38
1914.5101,225.38
1915.4119,225.38
1916.4039,225.38
1917.3951,225.38
1918.3864,225.38
1919.3767,225.38
1920.2693,225.38
1921.2489,225.38
1922.241,225.38
1923.2322,225.38
1924.2234,225.38
1925.1326,225.38
1926.0974,225.38
1927.0885,225.38
1928.0806,225.38
1929.0718,225.38
1929.9928,225.38
1930.9452,225.38
1931.9364,225.38
1932.9276,225.38
1933.9196,225.38
1934.8512,225.38
1935.792,225.38
1936.784,225.38
1937.7753,225.38
1938.7665,225.38
1939.7108,225.38
1940.6404,225.38
1941.6316,225.38
1942.6237,225.38
1943.6149,225.38
1944.5691,225.38
1945.4885,225.38
1946.4797,225.38
1947.471,225.38
1948.4629,225.38
1949.4296,225.38
1950.3379,225.38
1951.33,225.38
1952.3212,225.38
1953.3123,225.38
1954.2977,225.38
1955.196,225.38
1956.1782,225.38
1957.1702,225.38
1958.1614,225.38
1959.1526,225.38
1960.0593,225.38
1961.0277,225.38
1962.0188,225.38
1963.0109,225.38
1964.0021,225.38
1964.92,225.38
1965.8762,225.38
1966.8674,225.38
1967.8586,225.38
1968.8506,225.38
1969.778,225.38
1970.7247,225.38
1971.7167,225.38
1972.7079,225.38
1973.6991,225.38
1974.6401,225.38
1975.5734,225.38
1976.5646,225.38
1977.5565,225.38
1978.5477,225.38
1979.4977,225.38
1980.4205,225.38
1981.4117,225.38
1982.4038,225.38
1983.3949,225.38
1984.3584,225.38
1985.2678,225.38
1986.259,225.38
1987.2501,225.38
1988.2422,225.38
1989.2208,225.38
1990.1167,225.38
1991.104,225.38
1992.0952,225.38
1993.0864,225.38
1994.0784,225.38
1994.9786,225.38
1995.948,225.38
1996.9401,225.38
1997.9313,225.38
1998.9224,225.38
1999.8379,225.38
2000.7969,225.38
2001.7881,225.38
2002.78,225.38
2003.7712,225.38
2004.694,225.38
2005.6431,225.38
2006.6343,225.38
2007.6255,225.38
2008.6176,225.38
2009.5555,225.38
2010.4891,225.38
2011.4811,225.38
2012.4723,225.38
2013.4635,225.38
2014.4124,225.38
2015.3373,225.38
2016.3285,225.38
2017.3204,225.38
2018.3116,225.38
2019.2732,225.38
2020.1847,225.38
2021.1759,225.38
2022.167,225.38
2023.159,225.38
2024.1353,225.38
2025.0336,225.38
2026.0242,225.38
2027.0154,225.38
2028.0066,225.38
2028.9985,225.38
2029.8994,225.38
2030.8715,225.38
2031.8635,225.38
2032.8547,225.38
2033.846,225.38
2034.7606,225.38
2035.7219,225.38
2036.7131,225.38
2037.7052,225.38
2038.6964,225.38
2039.6189,225.38
2040.5696,225.38
2041.5608,225.38
2042.552,225.38
2043.544,225.38
2044.4797,225.38
2045.4158,225.38
2046.4077,225.38
2047.3989,225.38
2048.3901,225.38
2049.3374,225.38
2050.2634,225.38
2051.2546,225.38
2052.2466,225.38
2053.2378,225.38
2054.1946,225.38
2055.1104,225.38
2056.1016,225.38
2057.0935,225.38
2058.0847,225.38
2059.0583,225.38
2059.958,225.38
2060.9492,225.38
2061.9404,225.38
2062.9324,225.38
2063.9236,225.38
2064.8206,225.38
2065.797,225.38
2066.7883,225.38
2067.7795,225.38
2068.7715,225.38
2069.6807,225.38
2070.644,225.38
2071.6362,225.38
2072.6272,225.38
2073.6184,225.38
2074.5393,225.38
2075.4905,225.38
2076.4817,225.38
2077.4736,225.38
2078.4648,225.38
2079.3975,225.38
2080.3386,225.38
2081.3298,225.38
2082.321,225.38
2083.313,225.38
2084.256,225.38
2085.1853,225.38
2086.1772,225.38
2087.1685,225.38
2088.1597,225.38
2089.1155,225.38
2090.0337,225.38
2091.025,225.38
2092.0168,225.38
2093.008,225.38
2093.976,225.38
2094.8816,225.38
2095.8728,225.38
2096.864,225.38
2097.856,225.38
2098.8447,225.38
2099.7417,225.38
2100.7205,225.38
2101.7117,225.38
2102.703,225.38
2103.6948,225.38
2104.6016,225.38
2105.5671,225.38
2106.559,225.38
2107.5503,225.38
2108.5415,225.38
2109.4622,225.38
2110.416,225.38
2111.4072,225.38
2112.3992,225.38
2113.3904,225.38
2114.321,225.38
2115.2646,225.38
2116.2559,225.38
2117.247,225.38
2118.239,225.38
2119.181,225.38
2120.1125,225.38
2121.1047,225.38
2122.0957,225.38
2123.087,225.38
2124.04,225.38
2124.9583,225.38
2125.9492,225.38
2126.9414,225.38
2127.9326,225.38
2128.8977,225.38
2129.8052,225.38
2130.7964,225.38
2131.7883,225.38
2132.7795,225.38
2133.7632,225.38
2134.6604,225.38
2135.6438,225.38
2136.635,225.38
2137.627,225.38
2138.6182,225.38
2139.5256,225.38
2140.493,225.38
2141.4841,225.38
2142.4753,225.38
2143.4673,225.38
2144.3867,225.38
2145.3413,225.38
2146.3335,225.38
2147.3247,225.38
2148.316,225.38
2149.2444,225.38
2150.189,225.38
2151.1802,225.38
2152.172,225.38
2153.1633,225.38
2154.1042,225.38
2155.036,225.38
2156.027,225.38
2157.0183,225.38
2158.0103,225.38
2158.9626,225.38
2159.8828,225.38
2160.8748,225.38
2161.866,225.38
2162.8572,225.38
2163.8213,225.38
2164.732,225.38
2165.7231,225.38
2166.715,225.38
2167.7063,225.38
2168.6875,225.38
2169.588,225.38
2170.5742,225.38
2171.5654,225.38
2172.5574,225.38
2173.5486,225.38
2174.4521,225.38
2175.4229,225.38
2176.414,225.38
2177.4053,225.38
2178.3972,225.38
2179.313,225.38
2180.2695,225.38
2181.2615,225.38
2182.2527,225.38
2183.244,225.38
2184.1682,225.38
2185.1167,225.38
2186.108,225.38
2187.0999,225.38
2188.091,225.38
2189.0317,225.38
2189.9646,225.38
2190.9558,225.38
2191.947,225.38
2192.939,225.38
2193.888,225.38
2194.813,225.38
2195.805,225.38
2196.7961,225.38
2197.7874,225.38
2198.7502,225.38
2199.6616,225.38
2200.6528,225.38
2201.645,225.38
2202.6362,225.38
2203.612,225.38
2204.5098,225.38
2205.4983,225.38
2206.4902,225.38
2207.4814,225.38
2208.4727,225.38
2209.3738,225.38
2210.3442,225.38
2211.3354,225.38
2212.3276,225.38
2213.3188,225.38
2214.2324,225.38
2215.1934,225.38
2216.1846,225.38
2217.1758,225.38
2218.1677,225.38
2219.0896,225.38
2220.039,225.38
2221.031,225.38
2222.0222,225.38
2223.0134,225.38
2223.951,225.38
2224.885,225.38
2225.8762,225.38
2226.8682,225.38
2227.8594,225.38
2228.807,225.38
2229.7358,225.38
2230.727,225.38
2231.7183,225.38
2232.7104,225.38
2233.67,225.38
2234.5823,225.38
2235.5742,225.38
2236.5654,225.38
2237.5566,225.38
2238.531,225.38
2239.4302,225.38
2240.4214,225.38
2241.4133,225.38
2242.4045,225.38
2243.3958,225.38
2244.2944,225.38
2245.2693,225.38
2246.2605,225.38
2247.2524,225.38
2248.2437,225.38
2249.1553,225.38
2250.1187,225.38
2251.1099,225.38
2252.101,225.38
2253.093,225.38
2254.0144,225.38
2254.9653,225.38
2255.9573,225.38
2256.9485,225.38
2257.9397,225.38
2258.8743,225.38
2259.8127,225.38
2260.804,225.38
2261.796,225.38
2262.787,225.38
2263.7312,225.38
2264.6597,225.38
2265.651,225.38
2266.642,225.38
2267.634,225.38
2268.5916,225.38
2269.5068,225.38
2270.4988,225.38
2271.49,225.38
2272.4812,225.38
2273.4539,225.38
2274.3567,225.38
2275.348,225.38
2276.34,225.38
2277.3313,225.38
2278.3232,225.38
