iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022,-4946.360014454022
1,-4946.360014454022,-349.0200069028415,-4946.360014454022,-4946.359959121852,-4946.360014454022,-4946.359959121852,-4946.359959121852,-4946.359959121852,-4946.360014454022,-4946.34518376974,-4946.360014454022,-4946.345183793048,-4946.360014454022,-4946.360014454022,-4946.34518376974
2,-4946.360014454022,-349.0200069028415,-4946.360014454022,-4946.359959121852,-4946.360014454022,-4946.359959121852,-4946.359959121852,-4946.359959121852,-4946.359959121852,-4946.34518376974,-4946.360014454022,-4946.345183793048,-4946.360014454022,-4946.34518376974,-4946.34518376974
3,-4946.360014454022,-1.5002339151690267,-4946.360014454022,-4946.359959121852,-4946.34518376974,-4946.359959121852,-4946.359959121852,-4946.319369118448,-4946.359959121852,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
4,-4946.360014454022,-1.5002339151690267,-4946.360014454022,-4946.358757202503,-4946.34518376974,-4946.358757202503,-4946.358757202503,-4946.319369118448,-4946.359959121852,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
5,-4946.360014454022,-1.5002339151690267,-4946.355081289607,-4946.358757202503,-4946.34518376974,-4946.358757202503,-4946.358757202503,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
6,-4946.360014454022,-1.5002339151690267,-4946.35457789334,-4946.358757202503,-4946.34518376974,-4946.358757202503,-4946.358757202503,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
7,-4946.360014454022,-1.5002339151690267,-4946.35457789334,-4946.358757202503,-4946.34518376974,-4946.355464867904,-4946.358150081364,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
8,-4946.360014454022,-1.500215190573581,-4946.35457789334,-4946.358150081364,-4946.34518376974,-4946.345183735619,-4946.358150081364,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
9,-1.500215190573581,-1.500215190573581,-4946.35457789334,-4946.358150081364,-4946.304630630144,-4946.345183735619,-4946.34518376974,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.34518376974,-4946.34518376974
10,-1.500215190573581,-1.500215190573581,-4946.35457789334,-4946.358150081364,-4946.304630630144,-4946.345183735619,-4946.34518376974,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.345183735619,-4946.34518376974
11,-1.5002099522799428,-1.5002099522799428,-4946.35457789334,-4946.358150081364,-4946.304630630144,-4946.345183735619,-4946.34518376974,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.345183735619,-4946.34518376974
12,-1.5002099522799428,-1.5002099522799428,-4946.35457789334,-4946.358150081364,-4946.304630630144,-4946.345183735619,-4946.34518376974,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.354578063088,-4946.345183735619,-4946.34518376974
13,-1.5002099522799428,-1.5002099522799428,-4946.35457789334,-4946.358150081364,-4946.304630630144,-4946.345183735619,-4946.34518376974,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.345183735619,-4946.34518376974
14,-1.5002099522799428,-1.5002099522799428,-4946.35457789334,-4946.358150081364,-4946.304630630144,-4946.345183735619,-4946.34518376974,-4946.319369118448,-4946.355464879295,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.34518376974,-4946.345183735619,-4946.34518376974
