iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
1,-1481.0592494534517,-1337.3997347150153,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
2,-1481.0592494534517,-1337.3997347150153,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
3,-1480.981068282703,-1337.3997347150153,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
4,-1480.981068282703,-1322.784202951071,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
5,-1480.981068282703,-1.5002255321333837,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
6,-1480.981068282703,-1.5002255321333837,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
7,-1480.981068282703,-1.5002255321333837,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
8,-1480.9629608889072,-1.5002255321333837,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
9,-1480.9629608889072,-1.5002255321333837,-1.5002202691147566,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517,-1481.0592494534517
