iteration,RBF_BO_mean,RBF_BO_std,HyperKappa_BO_mean,HyperKappa_BO_std,Random_mean,Random_std,LLM-GA_unrestricted_p0.05_mean,LLM-GA_unrestricted_p0.05_std,LLM-GA_unrestricted_p0.1_mean,LLM-GA_unrestricted_p0.1_std,LLM-GA_unrestricted_p0.3_mean,LLM-GA_unrestricted_p0.3_std,LLM-GA_unrestricted_p0.5_mean,LLM-GA_unrestricted_p0.5_std,LLM-GA_unrestricted_p0.7_mean,LLM-GA_unrestricted_p0.7_std,LLM-GA_unrestricted_p0.9_mean,LLM-GA_unrestricted_p0.9_std,LLM-GA_depth3_p0.05_mean,LLM-GA_depth3_p0.05_std,LLM-GA_depth3_p0.1_mean,LLM-GA_depth3_p0.1_std,LLM-GA_depth3_p0.3_mean,LLM-GA_depth3_p0.3_std,LLM-GA_depth3_p0.5_mean,LLM-GA_depth3_p0.5_std,LLM-GA_depth3_p0.7_mean,LLM-GA_depth3_p0.7_std,LLM-GA_depth3_p0.9_mean,LLM-GA_depth3_p0.9_std
10,-1.3593786353074908,0.021488874601031768,-1.3575332123584933,0.010594929294461495,-2968.3599787915687,2422.503593662817,-2968.4036455194337,2422.4664939037025,-2628.565527548486,2232.9714947912944,-2968.4045780989713,2422.467255388489,-2968.366266891046,2422.475933318284,-2968.375894605563,2422.483794378042,-2968.346690818749,2422.4999088146883,-2628.5730567806627,2232.979307820052,-2968.3868228964902,2422.492715690814,-2968.3708900098586,2422.479706549464,-1979.398889279674,2422.501152469624,-1979.3803649249312,2422.5184240894146,-2968.356363476863,2422.507805028667
11,-1.3544161486875113,0.011563901361072926,-1.3559746805230024,0.011198981748528307,-2968.3599787915687,2422.503593662817,-2968.4036455194337,2422.4664939037025,-2628.565527548486,2232.9714947912944,-2968.4045780989713,2422.467255388489,-2968.366266891046,2422.475933318284,-2968.375894605563,2422.483794378042,-2968.346690818749,2422.4999088146883,-2628.5730567806627,2232.979307820052,-2968.3827783644906,2422.489413337332,-2968.3708900098586,2422.479706549464,-1979.398889279674,2422.501152469624,-1979.3803649249312,2422.5184240894146,-2968.356363476863,2422.507805028667
12,-1.3544161486875113,0.011563901361072926,-1.3559746805230024,0.011198981748528307,-1979.3545027629093,2422.508679401039,-2968.4036455194337,2422.4664939037025,-2628.565527548486,2232.9714947912944,-2968.4045780989713,2422.467255388489,-2968.366266891046,2422.475933318284,-2968.375894605563,2422.483794378042,-2968.346690818749,2422.4999088146883,-2628.5730567806627,2232.979307820052,-2968.3827783644906,2422.489413337332,-2968.3708900098586,2422.479706549464,-1979.398889279674,2422.501152469624,-1979.3803649249312,2422.5184240894146,-1979.394486461466,2422.495775768225
13,-1.3544161486875113,0.011563901361072926,-1.3559746805230024,0.011198981748528307,-1979.3545027629093,2422.508679401039,-2968.393855342442,2422.4585002456897,-2628.565527548486,2232.9714947912944,-2968.4045780989713,2422.467255388489,-2968.366266891046,2422.475933318284,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-2628.5730567806627,2232.979307820052,-2968.3827783644906,2422.489413337332,-2968.3708900098586,2422.479706549464,-1979.398889279674,2422.501152469624,-1979.3803649249312,2422.5184240894146,-1979.394486461466,2422.495775768225
14,-1.3544161486875113,0.011563901361072926,-1.3559746805230024,0.011198981748528307,-1979.3545027629093,2422.508679401039,-2968.393855342442,2422.4585002456897,-2628.565527548486,2232.9714947912944,-2968.4045780989713,2422.467255388489,-2968.366266891046,2422.475933318284,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-2628.5730567806627,2232.979307820052,-2968.3827783644906,2422.489413337332,-2968.3708900098586,2422.479706549464,-1979.398889279674,2422.501152469624,-1979.3803649249312,2422.5184240894146,-1979.394486461466,2422.495775768225
15,-1.3544161486875113,0.011563901361072926,-1.3559746805230024,0.011198981748528307,-1979.3545027629093,2422.508679401039,-2968.393855342442,2422.4585002456897,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.366266891046,2422.475933318284,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5916114280103,2077.050058509187,-2968.3777924036303,2422.485342339767,-2968.3708900098586,2422.479706549464,-1979.3764072769493,2422.513576980092,-1979.3803649249312,2422.5184240894146,-1979.394486461466,2422.495775768225
16,-1.3544161486875113,0.011563901361072926,-1.3544161486875113,0.011563901361072926,-1979.3545027629093,2422.508679401039,-2968.393855342442,2422.4585002456897,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.366266891046,2422.475933318284,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5916114280103,2077.050058509187,-2968.3777924036303,2422.485342339767,-2968.3708900098586,2422.479706549464,-1979.3764072769493,2422.513576980092,-1979.3803649249312,2422.5184240894146,-1979.394486461466,2422.495775768225
17,-1.3501927298424659,0.0031170636709819456,-1.3544161486875113,0.011563901361072926,-1979.3545027629093,2422.508679401039,-2968.393855342442,2422.4585002456897,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.366266891046,2422.475933318284,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5916114280103,2077.050058509187,-2968.3777924036303,2422.485342339767,-2968.3651076236324,2422.474985292274,-1979.3764072769493,2422.513576980092,-1979.3803649249312,2422.5184240894146,-1979.384737508771,2422.483835738595
18,-1.3501927298424659,0.0031170636709819456,-1.3544161486875113,0.011563901361072926,-1.4146938182521762,0.04901386865462835,-2968.393855342442,2422.4585002456897,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.366266891046,2422.475933318284,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5916114280103,2077.050058509187,-2968.3777924036303,2422.485342339767,-2968.365030572547,2422.4749223802687,-1979.3698684817305,2422.5055686333117,-1979.3793132073777,2422.517136002091,-1979.384737508771,2422.483835738595
19,-1.3501927298424659,0.0031170636709819456,-1.3544161486875113,0.011563901361072926,-1.4146928516238124,0.049014112005191145,-2968.14376187952,2422.2942949742624,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.3561853425285,2422.467701838317,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5916114280103,2077.050058509187,-2968.3777924036303,2422.485342339767,-2968.34545450025,2422.4988978766874,-1979.3698684817305,2422.5055686333117,-1979.3793132073777,2422.517136002091,-1979.384737508771,2422.483835738595
20,-1.3501927298424659,0.0031170636709819456,-1.3544161486875113,0.011563901361072926,-1.4146928516238124,0.049014112005191145,-2968.14376187952,2422.2942949742624,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.3561853425285,2422.467701838317,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5840055874276,2077.037950877448,-2968.3777924036303,2422.485342339767,-2968.34545450025,2422.4988978766874,-1979.3698684817305,2422.5055686333117,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
21,-1.3501927298424659,0.0031170636709819456,-1.3544161486875113,0.011563901361072926,-1.4146928516238124,0.049014112005191145,-2968.14376187952,2422.2942949742624,-2628.565527548486,2232.9714947912944,-2968.375971890118,2422.483857481644,-2968.3561853425285,2422.467701838317,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5840055874276,2077.037950877448,-2968.3777924036303,2422.485342339767,-2968.343852010857,2422.4975894346912,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
22,-1.348634198006975,0.0,-1.3544161486875113,0.011563901361072926,-1.4146928516238124,0.049014112005191145,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.375971890118,2422.483857481644,-2968.3561853425285,2422.467701838317,-2968.36983947715,2422.4788503314044,-2968.346690818749,2422.4999088146883,-1639.5840055874276,2077.037950877448,-2968.3777924036303,2422.485342339767,-2968.343852010857,2422.4975894346912,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
23,-1.348634198006975,0.0,-1.3544161486875113,0.011563901361072926,-1.411185164025353,0.04914388434838784,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.346690818749,2422.4999088146883,-1639.5840055874276,2077.037950877448,-2968.3777924036303,2422.485342339767,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
24,-1.348634198006975,0.0,-1.3544161486875113,0.011563901361072926,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.346690818749,2422.4999088146883,-1639.5840055874276,2077.037950877448,-2968.374965652861,2422.4830342971904,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
25,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.346690818749,2422.4999088146883,-1639.5840055874276,2077.037950877448,-1979.3885342361687,2422.4884701898036,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
26,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3885342361687,2422.4884701898036,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
27,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3885342361687,2422.4884701898036,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3790372392366,2422.5167995560537,-1979.384737508771,2422.483835738595
28,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3885342361687,2422.4884701898036,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
29,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
30,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.36983947715,2422.4788503314044,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
31,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.14376187952,2422.2942949742624,-2628.5655272346607,2232.97149516052,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
32,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.124186303983,2422.3182698618884,-2628.5655272346607,2232.97149516052,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.359757928633,2422.470618876217,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
33,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3808659774480727,0.026317137747117695,-2968.124186303983,2422.3182698618884,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.3461037940115,2422.4594702884233,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
34,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2968.124186303983,2422.3182698618884,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.3461037940115,2422.4594702884233,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3715089465,2422.5075793375527,-1979.384737508771,2422.483835738595
35,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.3461037940115,2422.4594702884233,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3704677051974,2422.5063040764367,-1979.384737508771,2422.483835738595
36,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.3461037940115,2422.4594702884233,-2968.3466855044985,2422.4999153232898,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-1979.3704677051974,2422.5063040764367,-1979.384737508771,2422.483835738595
37,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.3561853425285,2422.467701838317,-2968.3461037940115,2422.4594702884233,-2968.3435228212516,2422.4973330101134,-1639.5840055874276,2077.037950877448,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
38,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
39,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
40,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
41,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.355166750263,2422.4668701760584,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
42,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.335590991791,2422.4908452881054,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
43,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.325509443274,2422.482613731146,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
44,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.325509443274,2422.482613731146,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
45,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.325509443274,2422.482613731146,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
46,-1.348634198006975,0.0,-1.3501927298424659,0.0031170636709819456,-1.3716810386114116,0.025206284539540092,-2628.341408584898,2232.7389013780353,-2628.5554456861437,2232.9610309424675,-2968.325509443274,2422.482613731146,-2968.336609270232,2422.49167733472,-2968.3461037940115,2422.4594702884233,-2968.3405110536305,2422.494873931496,-1639.584004830923,2077.0379514741117,-1979.3848221917185,2422.483923875291,-2968.3408321379416,2422.495123700333,-1979.365246119422,2422.499907407756,-990.3838000102648,1977.9628918267024,-1979.384737508771,2422.483835738595
