iteration,RBF_BO_mean,RBF_BO_std,HyperKappa_BO_mean,HyperKappa_BO_std,Random_mean,Random_std,LLM-GA_unrestricted_p0.05_mean,LLM-GA_unrestricted_p0.05_std,LLM-GA_unrestricted_p0.1_mean,LLM-GA_unrestricted_p0.1_std,LLM-GA_unrestricted_p0.3_mean,LLM-GA_unrestricted_p0.3_std,LLM-GA_unrestricted_p0.5_mean,LLM-GA_unrestricted_p0.5_std,LLM-GA_unrestricted_p0.7_mean,LLM-GA_unrestricted_p0.7_std,LLM-GA_unrestricted_p0.9_mean,LLM-GA_unrestricted_p0.9_std,LLM-GA_depth3_p0.05_mean,LLM-GA_depth3_p0.05_std,LLM-GA_depth3_p0.1_mean,LLM-GA_depth3_p0.1_std,LLM-GA_depth3_p0.3_mean,LLM-GA_depth3_p0.3_std,LLM-GA_depth3_p0.5_mean,LLM-GA_depth3_p0.5_std,LLM-GA_depth3_p0.7_mean,LLM-GA_depth3_p0.7_std,LLM-GA_depth3_p0.9_mean,LLM-GA_depth3_p0.9_std
10,-263.7393597992527,524.4783312033309,-1.5001586668724858,5.005616295930241e-15,-827.2588294629713,806.1006572258007,-1871.9872280091804,961.1376244257906,-1682.0508310489845,917.2506054113081,-1802.2645642430584,916.9167915938332,-1909.5399474287672,971.7741561524523,-1744.1862978934291,959.0034560720583,-1653.3608605628226,900.8723551456108,-2022.9784446638853,1052.1160251223425,-2047.802442351791,1057.01276453044,-2047.802442351791,1057.01276453044,-2022.9784446638853,1052.1160251223425,-1932.7904453016356,1020.567544261843,-2039.5774688326578,1052.7809891230115
11,-263.7393597992527,524.4783312033309,-1.5001586668724838,5.004631229248277e-15,-734.9605076812189,679.3332993992339,-1752.4112709111935,966.1650844350773,-1682.0508310489845,917.2506054113081,-1802.2645642430584,916.9167915938332,-1909.5399474287672,971.7741561524523,-1744.1862978934291,959.0034560720583,-1653.3608605628226,900.8723551456108,-1961.4807535131345,1027.2790174193974,-1979.2626117253233,1006.1983353685184,-2047.802442351791,1057.01276453044,-2022.9784446638853,1052.1160251223425,-1932.7904453016356,1020.567544261843,-2039.5774688326578,1052.7809891230115
12,-263.7393597992527,524.4783312033309,-1.500158666872482,4.089480552672362e-15,-734.9605076812189,679.3332993992339,-1752.4112709111935,966.1650844350773,-1682.0508310489845,917.2506054113081,-1708.185997485985,855.8391727927786,-1794.5279504542923,914.7805460287645,-1744.1862978934291,959.0034560720583,-1533.7849034648357,876.9124946604871,-1961.4807535131345,1027.2790174193974,-1979.2626117253233,1006.1983353685184,-2047.802442351791,1057.01276453044,-2022.9784446638853,1052.1160251223425,-1932.7904453016356,1020.567544261843,-2039.5774688326578,1052.7809891230115
13,-263.7393455869666,524.4783383094737,-1.500158666872482,4.089480552672362e-15,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1682.0508310489845,917.2506054113081,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1744.1862978934291,959.0034560720583,-1533.7849034648357,876.9124946604871,-1961.4807535131345,1027.2790174193974,-1979.2626117253233,1006.1983353685184,-2047.802442351791,1057.01276453044,-2022.9784446638853,1052.1160251223425,-1932.7904453016356,1020.567544261843,-2039.5774688326578,1052.7809891230115
14,-263.7393455869666,524.4783383094737,-1.500158666872482,4.089480552672362e-15,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1682.0508310489845,917.2506054113081,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1744.1862978934291,959.0034560720583,-1533.7849034648357,876.9124946604871,-1961.4807535131345,1027.2790174193974,-1979.2626117253233,1006.1983353685184,-2047.802442351791,1057.01276453044,-2022.9784446638853,1052.1160251223425,-1932.7904453016356,1020.567544261843,-2039.5774688326578,1052.7809891230115
15,-129.58632663547831,256.17230040649787,-1.500158666872482,4.089480552672362e-15,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1682.0508310489845,917.2506054113081,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1744.1862978934291,959.0034560720583,-1533.7849034648357,876.9124946604871,-1961.4807535131345,1027.2790174193974,-1742.0411405087605,979.3961985200807,-2047.802442351791,1057.01276453044,-2022.9784446638853,1052.1160251223425,-1932.7904453016356,1020.567544261843,-1971.0376382061902,1001.1890132203324
16,-1.500172879158595,2.8424572225249634e-05,-1.500158666872482,4.089480552672362e-15,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1744.1862978934291,959.0034560720583,-1533.7849034648357,876.9124946604871,-1961.4807535131345,1027.2790174193974,-1742.0411405087605,979.3961985200807,-1810.580971135228,1047.175270369665,-1916.1914208911835,1018.1420876174525,-1932.7904453016356,1020.567544261843,-1971.0376382061902,1001.1890132203324
17,-1.500172879158595,2.8424572225249634e-05,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1717.2336536744638,937.176622855329,-1533.7849034648357,876.9124946604871,-1961.4807535131345,1027.2790174193974,-1730.8429123951253,969.7146469086784,-1810.580971135228,1047.175270369665,-1916.1914208911835,1018.1420876174525,-1932.7904453016356,1020.567544261843,-1971.0376382061902,1001.1890132203324
18,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1717.2336536744638,937.176622855329,-1533.7849034648357,876.9124946604871,-1823.2182584165166,926.5533452466551,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1916.1914208911835,1018.1420876174525,-1932.7904453016356,1020.567544261843,-1971.0376382061902,1001.1890132203324
19,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1717.2336536744638,937.176622855329,-1533.7849034648357,876.9124946604871,-1823.2182584165166,926.5533452466551,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1916.1914208911835,1018.1420876174525,-1695.5689740850733,983.0012943015695,-1725.5911935461754,964.9693012443258
20,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1717.2336536744638,937.176622855329,-1533.7849034648357,876.9124946604871,-1823.2182584165166,926.5533452466551,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1916.1914208911835,1018.1420876174525,-1695.5689740850733,983.0012943015695,-1578.5573835175176,950.3407308140361
21,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1717.2336536744638,937.176622855329,-1533.7849034648357,876.9124946604871,-1371.840921834558,1131.6433030306302,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1916.1914208911835,1018.1420876174525,-1695.5689740850733,983.0012943015695,-1578.5573835175176,950.3407308140361
22,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1717.2336536744638,937.176622855329,-1533.7849034648357,876.9124946604871,-1371.840921834558,1131.6433030306302,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1916.1914208911835,1018.1420876174525,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
23,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-443.3763761324035,615.7082514719874,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1525.559930021383,866.9439363894754,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1916.1914208911835,1018.1420876174525,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
24,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-389.28269975076716,518.5229085556504,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1732.639593290241,889.929127397348,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
25,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-389.28269975076716,518.5229085556504,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1682.6886066146374,913.0999567885542,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1732.639593290241,889.929127397348,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
26,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-389.28269975076716,518.5229085556504,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1732.639593290241,889.929127397348,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
27,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-389.28269975076716,518.5229085556504,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1732.639593290241,889.929127397348,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
28,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1732.639593290241,889.929127397348,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
29,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1602.2048076720353,884.2781859734473,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
30,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1708.185997485985,855.8391727927786,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
31,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1695.477540712036,850.4486031473637,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
32,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1695.477540712036,850.4486031473637,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
33,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1695.477540712036,850.4486031473637,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1672.3184760386102,926.3084842476472,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
34,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1695.477540712036,850.4486031473637,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
35,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1695.477540712036,850.4486031473637,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
36,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
37,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.8429123951253,969.7146469086784,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
38,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-129.58635590385603,256.172285772309,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.842912319445,969.7146468402998,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
39,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1464.0622391511774,799.2281641530276,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.842912319445,969.7146468402998,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
40,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1730.842912319445,969.7146468402998,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
41,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1752.4112709111935,966.1650844350773,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1627.0291435342856,901.757509507426,-1089.329780063379,919.57922754562,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
42,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1687.3545240108992,916.0845679966626,-1562.474873950997,897.5602807129346,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1533.7849034648357,876.9124946604871,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1618.804170015153,892.9259399025844,-683.2417759857449,860.0524490653709,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
43,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1687.3545240108992,916.0845679966626,-1562.474873875317,897.5602806248628,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1525.559930522752,866.943936991108,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1618.804170015153,892.9259399025844,-683.2417759857449,860.0524490653709,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
44,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1687.3545240108992,916.0845679966626,-1562.474873875317,897.5602806248628,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1525.559930021383,866.9439363894754,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1618.804170015153,892.9259399025844,-683.2417759857449,860.0524490653709,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
45,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1687.3545240108992,916.0845679966626,-1562.474873875317,897.5602806248628,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1426.5095197486928,764.6884215802473,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1618.804170015153,892.9259399025844,-683.2417759857449,860.0524490653709,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
46,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1687.3545240108992,916.0845679966626,-1562.474873875317,897.5602806248628,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1426.5095197486928,764.6884215802473,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1618.804170015153,892.9259399025844,-683.2417759857449,860.0524490653709,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
47,-1.5001586668724798,0.0,-1.5001586668724798,0.0,-1.5002171722912943,2.9311303597561148e-05,-1687.3545240108992,916.0845679966626,-1562.474873875317,897.5602806248628,-1583.6381968723806,835.4851552389372,-1621.1909157444315,860.3786969585848,-1335.6235329684046,733.182530571268,-1426.5095194187732,764.6884213023488,-920.4635851349731,1138.0900793548753,-1496.5946957730655,880.6761455038479,-1618.804170015153,892.9259399025844,-683.2417759857449,860.0524490653709,-1532.5779515112324,967.393080109523,-1578.5573835175176,950.3407308140361
