iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
1,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
2,-4946.277405191857,-1.500215190573581,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
3,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
4,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
5,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
6,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
7,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
8,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
9,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
10,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
11,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
12,-4946.277405191857,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
13,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
14,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
15,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
16,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
17,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
18,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
19,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
20,-349.0200069028415,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
21,-1.5002309751956735,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
22,-1.5002309751956702,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
23,-1.5002309751956702,-1.5002099522799428,-1.5002202722789797,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857,-1.5002099522799428,-1.5002099522799428,-4946.277405191857,-4946.277405191857,-4946.277405191857,-4946.277405191857
