iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897
1,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897
2,-1.500233796313681,-1.500233796313681,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-804.5620362821934
3,-1.500233796313681,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-804.5620362821934
4,-1.500233796313681,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-967.5644598556459,-968.5228951060897,-804.5620362821934
5,-1.500233796313681,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-967.5644598556459,-804.5620362821934,-804.5620362821934
6,-1.500233796313681,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-967.5644598556459,-1.5002296725319524,-804.5620362821934
7,-1.500233796313681,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-967.5644598556459,-1.5002296725319524,-804.5620362821934
8,-1.500233796313681,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-1.5002296725319524,-804.5620362821934,-967.5644598556459,-1.5002296725319524,-804.5620362821934
9,-1.5001721606265028,-1.50022320648243,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-968.5228951060897,-1.5002296725319524,-804.5620362821934,-967.5644598556459,-1.5002296725319524,-804.5620362821934
