iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062
1,-2114.937061832062,-1.5002337906472258,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062
2,-2114.937061832062,-1.5002337906472258,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
3,-1.50015866687249,-1.5002337906472258,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
4,-1.50015866687249,-1.5001586668724798,-1459.4208916914079,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
5,-1.50015866687249,-1.5001586668724798,-1459.4208916914079,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
6,-1.50015866687249,-1.5001586668724798,-1459.4208916914079,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
7,-1.50015866687249,-1.5001586668724798,-1459.4208916914079,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
8,-1.50015866687249,-1.5001586668724798,-1459.4208916914079,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
9,-1.5001586668724798,-1.5001586668724798,-1459.4208916914079,-2114.937061832062,-1472.7435309181978,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062,-2031.941939779802,-2114.937061832062,-2114.937061832062
