iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266
1,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266
2,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266
3,-3204.6016200979266,-1.5002339787444585,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266
4,-3204.6016200979266,-1.5002339787444585,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-1.50023345640698,-3204.6016200979266
5,-3204.6016200979266,-1.5002339787444585,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-1.50023345640698,-3204.6016200979266
6,-3204.6016200979266,-1.5002339787444585,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-1.50023345640698,-3204.6016200979266
7,-3204.6016200979266,-1.5002207303576511,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-1.50023345640698,-3204.6016200979266
8,-2778.464396761778,-1.5002207303576511,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-1.50023345640698,-3204.6016200979266
9,-2758.9904505628965,-1.5002207303576511,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-3204.6016200979266,-2778.464396761778,-3204.6016200979266,-3204.6016200979266,-1.50023345640698,-7.998588269986833
