iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
1,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
2,-1.5002334525367564,-1.5002334525367564,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
3,-1.5002334525367564,-1.500232354498628,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
4,-1.5002334525367564,-1.500232354498628,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
5,-1.5002217128639603,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
6,-1.5002217128639603,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
7,-1.5002217128639603,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
8,-1.5002217128639603,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
9,-1.5002202691147566,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
10,-1.5002202691147566,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
11,-1.5002202691147566,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
12,-1.5002202691147566,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
13,-1.5001450063414876,-1.5002202691147566,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
14,-1.5001450063414876,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
15,-1.5001450063414876,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
16,-1.5001450063414876,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
17,-1.5001450063414876,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
18,-1.5001450063414876,-1.5001450063414876,-1.5002310597599458,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
19,-1.5001450063414876,-1.5001450063414876,-1.5002310597599458,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
20,-1.5001450063414876,-1.5001450063414876,-1.5002310597599458,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
21,-1.5001450063414876,-1.5001450063414876,-1.5002310597599458,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1.5001450063414876,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093,-1320.7995417901093
