iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089
1,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.354578153237,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.352098869925
2,-4946.359385035089,-4946.346298289024,-1444.9643188015064,-4946.359385035089,-4946.359385035089,-4946.354578153237,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.345183735619
3,-4946.359385035089,-4946.346298289024,-1444.9643188015064,-4946.359385035089,-4946.359385035089,-4946.354578153237,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.345183735619
4,-4946.359328996795,-4946.346298289024,-349.0200069028415,-4946.359385035089,-4946.359385035089,-4946.354578153237,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.34518376974,-4946.345183735619,-4946.359385035089,-4946.359385035089,-4946.345183735619,-4946.345183735619
5,-4946.359328996795,-1.5002099522799428,-349.0200069028415,-4946.359385035089,-4946.359385035089,-4946.354578153237,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.34518376974,-4946.345183735619,-4946.359385035089,-4946.355464896902,-4946.345183735619,-4946.345183735619
6,-4946.277405246186,-1.5002099522799428,-349.0200069028415,-4946.359385035089,-4946.359385035089,-4946.345183735619,-4946.359385035089,-4946.359385035089,-4946.359385035089,-4946.34518376974,-4946.345183735619,-4946.359385035089,-4946.355464896902,-4946.345183735619,-4946.345183735619
7,-4946.277405246186,-1.5002099522799428,-349.0200069028415,-4946.359385035089,-4946.34935497713,-4946.345183735619,-4946.352098869925,-4946.359385035089,-4946.359385035089,-4946.34518376974,-4946.345183735619,-4946.352098869925,-4946.355464896902,-4946.345183735619,-4946.345183735619
8,-4946.277405246186,-1.5002099522799428,-349.0200069028415,-4946.359385035089,-4946.34935497713,-4946.345183735619,-4946.352098869925,-4946.359385035089,-4946.359385035089,-4946.34518376974,-4946.345183735619,-4946.352098869925,-4946.355464896902,-4946.345183735619,-4946.345183735619
9,-4946.277405191857,-1.5002099522799428,-349.0200069028415,-4946.359385035089,-4946.34935497713,-4946.345183735619,-4946.352098869925,-4946.359385035089,-4946.359385035089,-4946.34518376974,-4946.345183735619,-4946.352098869925,-4946.355464896902,-4946.345183735619,-4946.345183735619
