iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
1,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
2,-1.5002339787444585,-1.5002339787444585,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
3,-1.5002339787444585,-1.5002329352582244,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
4,-1.5002339787444585,-1.5002329352582244,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
5,-1.5002335343314985,-1.5002329352582244,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
6,-1.5002335343314985,-1.5002207303576511,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
7,-1.5002335343314985,-1.5002207303576511,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
8,-1.5002335343314985,-1.5002207303576511,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
9,-1.5002335343314135,-1.5002207303576511,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491,-121.58039102650491
