iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
1,-2565.875367771585,-1.5002337906472258,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
2,-2565.875367771585,-1.5002337906472258,-1916.615180825259,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
3,-2565.875367771585,-1.5002337906472258,-1916.615180825259,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
4,-1571.2786384091244,-1.5002337906472258,-641.930927448471,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
5,-1.5002297283030455,-1.5002337906472258,-641.930927448471,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
6,-1.5002297283030455,-1.500233774408328,-641.930927448471,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
7,-1.5002297283030455,-1.50015866687249,-641.930927448471,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
8,-1.5002297283030455,-1.50015866687249,-641.930927448471,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
9,-1.5002297283030455,-1.50015866687249,-641.930927448471,-2565.875367771585,-2070.6233164081336,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
10,-1.5002297283030455,-1.50015866687249,-641.930927448471,-2565.875367771585,-2070.6233164081336,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2070.6233164081336,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
11,-1.5002297283030455,-1.50015866687249,-641.930927448471,-2565.875367771585,-2070.6233164081336,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2070.6233164081336,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
12,-1.5002297283030455,-1.5001586668724798,-641.930927448471,-2565.875367771585,-2070.6233164081336,-2095.4825339862186,-2565.875367771585,-2565.875367771585,-1472.7435309181978,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
13,-1.5002297283030455,-1.5001586668724798,-641.930927448471,-2565.875367771585,-2070.6233164081336,-2095.4825339862186,-2565.875367771585,-2565.875367771585,-1472.7435309181978,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
14,-1.5002297283030455,-1.5001586668724798,-641.930927448471,-2565.875367771585,-2070.6233164081336,-2095.4825339862186,-2565.875367771585,-2565.875367771585,-1472.7435309181978,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585,-2565.875367771585
