Method,Time_seconds,Best_LML,Best_Iteration
RBF-BO,129.87438893318176,-1.5001721606264788,0
HyperKappa-BO,67.30289626121521,-1.5001721606264788,0
Random Search,59.57180857658386,-1.5001721606264788,0
LLM-GA_unrestricted_p0.05,374.67721700668335,-1.5001721606264788,0
LLM-GA_unrestricted_p0.1,231.6568374633789,-1.5001721606264788,0
LLM-GA_unrestricted_p0.3,253.89794063568115,-1.5001721606264788,0
LLM-GA_unrestricted_p0.5,283.6090159416199,-1.5001721606264788,0
LLM-GA_unrestricted_p0.7,350.73081254959106,-1.5001721606264788,0
LLM-GA_unrestricted_p0.9,387.3592596054077,-1.5001721606264788,0
LLM-GA_depth3_p0.05,188.69822144508362,-1.5001721606264788,0
LLM-GA_depth3_p0.1,157.75434350967407,-1.5001721606264788,0
LLM-GA_depth3_p0.3,181.77910542488098,-1.5001721606264788,0
LLM-GA_depth3_p0.5,212.75116443634033,-1.5001721606264788,0
LLM-GA_depth3_p0.7,241.40434432029724,-1.5001721606264788,0
LLM-GA_depth3_p0.9,272.0191984176636,-1.5001721606264788,0
