iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
0,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245,-4645.1492950322245
1,-1465.1918715505221,-1299.9819489628585,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2607.0002349888473,-2607.0002353672485,-2607.0002349888473,-4581.672917582436,-4581.672917582436,-4581.672917582436,-4581.672917582436,-3747.819161838166,-4581.672917582436
2,-1465.1918715505221,-1299.9819489628585,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2607.0002349888473,-2607.0002353672485,-2031.9402501164732,-3747.819161838166,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2031.9402501164732,-4452.361744358797
3,-1465.1918715505221,-1.500233774408328,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2607.0002349888473,-2607.0002349888473,-2607.0002349888473,-1472.7435309181978,-3747.819161838166,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2031.9402501164732,-4452.361744358797
4,-1465.1918715505221,-1.500233774408328,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-2031.9402501164732,-1472.7435309181978,-3747.819161838166,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2031.9402501164732,-2607.0002349888473
5,-1465.1918715505221,-1.500233774408328,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-2031.9402501164732,-1472.7435309181978,-3747.819161838166,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2031.9402501164732,-2607.0002349888473
6,-1465.1918715505221,-1.500233774408328,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-1472.7435309181978,-1472.7435309181978,-3648.7147920596135,-2607.0002353672485,-2607.0002353672485,-2607.0002353672485,-2031.9402501164732,-2607.0002349888473
7,-1465.1918715505221,-1.50015866687249,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-1472.7435309181978,-1472.7435309181978,-3648.7147920596135,-2607.0002353672485,-2607.0002353672485,-2565.8753689799814,-2031.9402501164732,-2565.875367771585
8,-1312.6960222059124,-1.50015866687249,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-1472.7435309181978,-1472.7435309181978,-2565.8753689799814,-2607.0002353672485,-2607.0002353672485,-2565.8753689799814,-2031.9402501164732,-2565.875367771585
9,-1312.6960222059124,-1.50015866687249,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-1472.7435309181978,-1472.7435309181978,-2565.8753689799814,-2607.0002353672485,-2607.0002353672485,-2565.8753689799814,-2031.9402501164732,-2565.875367771585
10,-1312.6960222059124,-1.50015866687249,-2031.941939779802,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-1472.7435309181978,-1472.7435309181978,-2565.8753689799814,-2607.0002353672485,-2607.0002353672485,-2565.8753689799814,-2031.9402501164732,-2565.875367771585
11,-1312.6960222059124,-1.50015866687249,-1570.4503308710398,-2607.0002353672485,-2607.0002353672485,-2258.3869138844693,-2607.0002349888473,-1472.7435309181978,-1472.7435309181978,-2258.386913226228,-2607.0002353672485,-2607.0002353672485,-2565.8753689799814,-2031.9402501164732,-2565.875367771585
