iteration,RBF_BO,HyperKappa_BO,Random,LLM-GA_unrestricted_p0.05,LLM-GA_unrestricted_p0.1,LLM-GA_unrestricted_p0.3,LLM-GA_unrestricted_p0.5,LLM-GA_unrestricted_p0.7,LLM-GA_unrestricted_p0.9,LLM-GA_depth3_p0.05,LLM-GA_depth3_p0.1,LLM-GA_depth3_p0.3,LLM-GA_depth3_p0.5,LLM-GA_depth3_p0.7,LLM-GA_depth3_p0.9
14,-1.500233796313681,-1.5001721606265028,-968.5228951060897,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
15,-1.5001721606264788,-1.5001721606265028,-968.5228951060897,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
16,-1.5001721606264788,-1.5001721606265028,-968.5228951060897,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
17,-1.5001721606264788,-1.5001721606265028,-968.5228951060897,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
18,-1.5001721606264788,-1.5001721606265028,-968.5228951060897,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
19,-1.5001721606264788,-1.5001721606265028,-968.5228951060897,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
20,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
21,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
22,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
23,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
24,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
25,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
26,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
27,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
28,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
29,-1.5001721606264788,-1.5001721606265028,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
30,-1.5001721606264788,-1.5001721606264788,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
31,-1.5001721606264788,-1.5001721606264788,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
32,-1.5001721606264788,-1.5001721606264788,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
33,-1.5001721606264788,-1.5001721606264788,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
34,-1.5001721606264788,-1.5001721606264788,-1.5002340379685526,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
35,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
36,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
37,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-2137.7164126272023,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
38,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
39,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
40,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
41,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
42,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
43,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
44,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
45,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
46,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
47,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
48,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
49,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
50,-1.5001721606264788,-1.5001721606264788,-1.500233113921765,-2137.7164140649875,-2137.7164140649875,-1868.026550913508,-2137.7164140649875,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589,-1010.1389271546589
